22940 09:44:24 WARN  Runner started: DatFilesLoaderAsyncRunner
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.JSS.DA-DK.DAT, updated language definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.JSS.DA-DK.DAT, new language definitions count = 50.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.JSS.DAT, updated item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.JSS.DAT, new item definitions count = 57.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.JSS.DAT, updated shared definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.JSS.DAT, new shared definitions count = 57.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.JSS.DAT, updated language definitions count = 50.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.JSS.DAT, new language definitions count = 7.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.JSS.DE-DE.DAT, updated item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.JSS.DE-DE.DAT, new item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.JSS.DE-DE.DAT, updated shared definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.JSS.DE-DE.DAT, new shared definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.JSS.DE-DE.DAT, updated language definitions count = 50.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.JSS.DE-DE.DAT, new language definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.JSS.JA-JP.DAT, updated item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.JSS.JA-JP.DAT, new item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.JSS.JA-JP.DAT, updated shared definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.JSS.JA-JP.DAT, new shared definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.JSS.JA-JP.DAT, updated language definitions count = 50.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.JSS.JA-JP.DAT, new language definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.JSS.ZH-CN.DAT, updated item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.JSS.ZH-CN.DAT, new item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.JSS.ZH-CN.DAT, updated shared definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.JSS.ZH-CN.DAT, new shared definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.JSS.ZH-CN.DAT, updated language definitions count = 50.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.JSS.ZH-CN.DAT, new language definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SPE.DAT, updated item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SPE.DAT, new item definitions count = 723.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SPE.DAT, updated shared definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SPE.DAT, new shared definitions count = 532.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SPE.DAT, updated language definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SPE.DAT, new language definitions count = 723.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SXA.DA-DK.DAT, updated item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SXA.DA-DK.DAT, new item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SXA.DA-DK.DAT, updated shared definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SXA.DA-DK.DAT, new shared definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SXA.DA-DK.DAT, updated language definitions count = 42.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SXA.DA-DK.DAT, new language definitions count = 4833.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SXA.DAT, updated item definitions count = 44.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SXA.DAT, new item definitions count = 8006.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SXA.DAT, updated shared definitions count = 41.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SXA.DAT, new shared definitions count = 6788.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SXA.DAT, updated language definitions count = 4782.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SXA.DAT, new language definitions count = 3226.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SXA.DE-DE.DAT, updated item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SXA.DE-DE.DAT, new item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SXA.DE-DE.DAT, updated shared definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SXA.DE-DE.DAT, new shared definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SXA.DE-DE.DAT, updated language definitions count = 4875.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SXA.DE-DE.DAT, new language definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SXA.JA-JP.DAT, updated item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SXA.JA-JP.DAT, new item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SXA.JA-JP.DAT, updated shared definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SXA.JA-JP.DAT, new shared definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SXA.JA-JP.DAT, updated language definitions count = 4875.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SXA.JA-JP.DAT, new language definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SXA.ZH-CN.DAT, updated item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SXA.ZH-CN.DAT, new item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SXA.ZH-CN.DAT, updated shared definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SXA.ZH-CN.DAT, new shared definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SXA.ZH-CN.DAT, updated language definitions count = 4875.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.SXA.ZH-CN.DAT, new language definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.XE.DAT, updated item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.XE.DAT, new item definitions count = 1.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.XE.DAT, updated shared definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.XE.DAT, new shared definitions count = 1.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.XE.DAT, updated language definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.XE.DAT, new language definitions count = 1.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.XE.EDGE.TARGET.DAT, updated item definitions count = 1.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.XE.EDGE.TARGET.DAT, new item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.XE.EDGE.TARGET.DAT, updated shared definitions count = 1.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.XE.EDGE.TARGET.DAT, new shared definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.XE.EDGE.TARGET.DAT, updated language definitions count = 1.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.XE.EDGE.TARGET.DAT, new language definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.XMCLOUDINIT.DAT, updated item definitions count = 6.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.XMCLOUDINIT.DAT, new item definitions count = 600.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.XMCLOUDINIT.DAT, updated shared definitions count = 6.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.XMCLOUDINIT.DAT, new shared definitions count = 443.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.XMCLOUDINIT.DAT, updated language definitions count = 6.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.XMCLOUDINIT.DAT, new language definitions count = 600.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.XMCLOUDJSS.DAT.DAT, updated item definitions count = 1.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.XMCLOUDJSS.DAT.DAT, new item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.XMCLOUDJSS.DAT.DAT, updated shared definitions count = 1.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.XMCLOUDJSS.DAT.DAT, new shared definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.XMCLOUDJSS.DAT.DAT, updated language definitions count = 1.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\ITEMS.MASTER.XMCLOUDJSS.DAT.DAT, new language definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.EDGE.TARGET.ITEMS.MASTER.DA-DK.DAT, updated item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.EDGE.TARGET.ITEMS.MASTER.DA-DK.DAT, new item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.EDGE.TARGET.ITEMS.MASTER.DA-DK.DAT, updated shared definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.EDGE.TARGET.ITEMS.MASTER.DA-DK.DAT, new shared definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.EDGE.TARGET.ITEMS.MASTER.DA-DK.DAT, updated language definitions count = 1.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.EDGE.TARGET.ITEMS.MASTER.DA-DK.DAT, new language definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.EDGE.TARGET.ITEMS.MASTER.DE-DE.DAT, updated item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.EDGE.TARGET.ITEMS.MASTER.DE-DE.DAT, new item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.EDGE.TARGET.ITEMS.MASTER.DE-DE.DAT, updated shared definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.EDGE.TARGET.ITEMS.MASTER.DE-DE.DAT, new shared definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.EDGE.TARGET.ITEMS.MASTER.DE-DE.DAT, updated language definitions count = 1.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.EDGE.TARGET.ITEMS.MASTER.DE-DE.DAT, new language definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.EDGE.TARGET.ITEMS.MASTER.JA-JP.DAT, updated item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.EDGE.TARGET.ITEMS.MASTER.JA-JP.DAT, new item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.EDGE.TARGET.ITEMS.MASTER.JA-JP.DAT, updated shared definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.EDGE.TARGET.ITEMS.MASTER.JA-JP.DAT, new shared definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.EDGE.TARGET.ITEMS.MASTER.JA-JP.DAT, updated language definitions count = 1.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.EDGE.TARGET.ITEMS.MASTER.JA-JP.DAT, new language definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.EDGE.TARGET.ITEMS.MASTER.ZH-CN.DAT, updated item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.EDGE.TARGET.ITEMS.MASTER.ZH-CN.DAT, new item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.EDGE.TARGET.ITEMS.MASTER.ZH-CN.DAT, updated shared definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.EDGE.TARGET.ITEMS.MASTER.ZH-CN.DAT, new shared definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.EDGE.TARGET.ITEMS.MASTER.ZH-CN.DAT, updated language definitions count = 1.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.EDGE.TARGET.ITEMS.MASTER.ZH-CN.DAT, new language definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.ITEMS.MASTER.DA-DK.DAT, updated item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.ITEMS.MASTER.DA-DK.DAT, new item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.ITEMS.MASTER.DA-DK.DAT, updated shared definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.ITEMS.MASTER.DA-DK.DAT, new shared definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.ITEMS.MASTER.DA-DK.DAT, updated language definitions count = 1.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.ITEMS.MASTER.DA-DK.DAT, new language definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.ITEMS.MASTER.DE-DE.DAT, updated item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.ITEMS.MASTER.DE-DE.DAT, new item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.ITEMS.MASTER.DE-DE.DAT, updated shared definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.ITEMS.MASTER.DE-DE.DAT, new shared definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.ITEMS.MASTER.DE-DE.DAT, updated language definitions count = 1.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.ITEMS.MASTER.DE-DE.DAT, new language definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.ITEMS.MASTER.JA-JP.DAT, updated item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.ITEMS.MASTER.JA-JP.DAT, new item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.ITEMS.MASTER.JA-JP.DAT, updated shared definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.ITEMS.MASTER.JA-JP.DAT, new shared definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.ITEMS.MASTER.JA-JP.DAT, updated language definitions count = 1.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.ITEMS.MASTER.JA-JP.DAT, new language definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.ITEMS.MASTER.ZH-CN.DAT, updated item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.ITEMS.MASTER.ZH-CN.DAT, new item definitions count = 0.
64496 09:44:32 INFO  Resource merger: file C:\INETPUB\WWWROOT\SITECORE MODULES\ITEMS\MASTER\XE.ITEMS.MASTER.ZH-CN.DAT, updated shared definitions count = 0.
